,2021 2nd Quarter - Report,2021 1st Quarter - Report,2020 4th Quarter - Report,2020 3rd Quarter - Report,2020 2nd Quarter - Report,2020 1st Quarter - Report,2019 4th Quarter - Report,2019 3rd Quarter - Report,2019 2nd Quarter - Report,2019 1st Quarter - Report,2018 4th Quarter - Report,2018 3rd Quarter - Report,2018 2nd Quarter - Report,2018 1st Quarter - Report,2017 4th Quarter - Report,2017 3rd Quarter - Report,2017 2nd Quarter - Report,2017 1st Quarter - Report,2016 4th Quarter - Report,2016 3rd Quarter - Report,2016 2nd Quarter - Report,2016 1st Quarter - Report,2015 4th Quarter - Report,2015 3rd Quarter - Report,2015 2nd Quarter - Report,2015 1st Quarter - Report,2014 4th Quarter - Report,2014 3rd Quarter - Report,2014 2nd Quarter - Report,2014 1st Quarter - Report,2013 4th Quarter - Report,2013 3rd Quarter - Report,2013 2nd Quarter - Report,2013 1st Quarter - Report,2012 4th Quarter - Report,2012 3rd Quarter - Report,2012 2nd Quarter - Report,2012 1st Quarter - Report,2011 4th Quarter - Report,2011 3rd Quarter - Report,2011 2nd Quarter - Report,2011 1st Quarter - Report
net neutrality,0.0,0.0,0.0,0.004957209263635952,0.005229477543717174,0.005890922885140191,0.007457273981272053,0.00762057450464518,0.007867688620241673,0.0068955757575745865,0.009091975443489225,0.01099090097458887,0.011958316919108324,0.011632530481504732,0.011959894375317894,0.011274401692769297,0.011453510402941907,0.012585846484452897,0.011837104619146183,0.011837104619146183,0.011837104619146183,0.013170342764941504,0.01333013368321111,0.014756165351517815,0.015140557962625771,0.02007541626147973,0.018975864318738458,0.019826474184772677,0.023798277912583002,0.024954793827323588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutrality rate,0.0,0.0,0.0,0.004957209263635952,0.005229477543717174,0.005890922885140191,0.007457273981272053,0.00762057450464518,0.007867688620241673,0.0068955757575745865,0.009091975443489225,0.01099090097458887,0.011958316919108324,0.011632530481504732,0.011959894375317894,0.011274401692769297,0.011453510402941907,0.012585846484452897,0.011837104619146183,0.011837104619146183,0.011837104619146183,0.013170342764941504,0.01333013368321111,0.014756165351517815,0.015140557962625771,0.02007541626147973,0.018975864318738458,0.019826474184772677,0.023798277912583002,0.024954793827323588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
online privacy,0.0,0.0,0.01308380437419539,0.014244821659271168,0.0150271999868685,0.016927900648235326,0.021428899261280936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027264110578690246,0.028486248398466966,0.034192849911471146,0.035854506911957046,0.051176813387480785,0.04883018150292306,0.04883018150292306,0.09441322417679922,0.07504502391796816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paul nelson,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personal data,0.0,0.0,0.01125053543890122,0.012248873975411568,0.012921627468930793,0.014556006854151881,0.018426337146340233,0.01882983988841513,0.009720219710518683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.07033180109616385,0.0734844861545871,0.08820550782112108,0.09249199753847011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pollard intelligence,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
privacy communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007442439955073149,0.009813028482333546,0.011862551211286267,0.012906689559089567,0.012555066129040449,0.012908392117880045,0.012168535388163773,0.01236184858893979,0.013583986317809082,0.012775864332016454,0.012775864332016454,0.012775864332016454,0.014214836971102481,0.01438730035289931,0.015926425646932547,0.016341303102843638,0.021667527897875592,0.020480774304117048,0.021398843088467432,0.025685636794575785,0.026933871975385514,0.03844397423373647,0.03668118656223853,0.03668118656223853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fi device,0.0,0.0,0.0,0.006302374269750914,0.0066485239906111234,0.007489456030985275,0.009480844798466313,0.009688457784323761,0.010002627624853204,0.008766726784856533,0.011559131166116073,0.01397334020408546,0.015203269592302214,0.014789079278238143,0.015205275099614517,0.014333770344653244,0.014561481152579112,0.01600108263101077,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protection consumer,0.0,0.0,0.012672529299169063,0.013797051276200635,0.014554836397099143,0.008197895306401559,0.01037765262957873,0.010604904050144835,0.010948791703725255,0.009595985084196498,0.012652527331857065,0.015295100151453123,0.0,0.0,0.0,0.0,0.0,0.0,0.016472689643156544,0.016472689643156544,0.016472689643156544,0.018328043541151237,0.01855041094341215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protection data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.03348837014989615,0.033894672211513606,0.03752065805000298,0.03849805721670762,0.051045973721145096,0.024125065670716532,0.025206493031997287,0.03025606675128235,0.031726409388839756,0.04528458686475481,0.0432081337137688,0.0432081337137688,0.08354298691957492,0.06640473838514079,0.33828819714357755,0.0,0.0,0.0,0.0,0.0,0.0
young pollard,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
