,2021 2nd Quarter - Report,2021 1st Quarter - Report,2020 4th Quarter - Report,2020 3rd Quarter - Report,2020 2nd Quarter - Report,2020 1st Quarter - Report,2019 4th Quarter - Report,2019 3rd Quarter - Report,2019 2nd Quarter - Report,2019 1st Quarter - Report,2018 4th Quarter - Report,2018 3rd Quarter - Report,2018 2nd Quarter - Report,2018 1st Quarter - Report,2017 4th Quarter - Report,2017 3rd Quarter - Report,2017 2nd Quarter - Report,2017 1st Quarter - Report,2016 4th Quarter - Report,2016 3rd Quarter - Report,2016 2nd Quarter - Report,2016 1st Quarter - Report,2015 4th Quarter - Report,2015 3rd Quarter - Report,2015 2nd Quarter - Report,2015 1st Quarter - Report,2014 4th Quarter - Report,2014 3rd Quarter - Report,2014 2nd Quarter - Report,2014 1st Quarter - Report,2013 4th Quarter - Report,2013 3rd Quarter - Report,2013 2nd Quarter - Report,2013 1st Quarter - Report,2012 4th Quarter - Report,2012 3rd Quarter - Report,2012 2nd Quarter - Report,2012 1st Quarter - Report,2011 4th Quarter - Report,2011 3rd Quarter - Report,2011 2nd Quarter - Report,2011 1st Quarter - Report
diversity workplace,0.0,0.028105259067147406,0.018041626495757912,0.018575407548872037,0.017828317872234233,0.017828317872234233,0.017441297178946442,0.016701273446159418,0.0155467276689692,0.0155467276689692,0.0155467276689692,0.01585349495607296,0.015334508894743287,0.015124660152936837,0.015442623435729119,0.015775384721447523,0.01741116278403897,0.022323813675381127,0.01954124624774595,0.017732075676423008,0.017253223705438643,0.017776388803206415,0.017776388803206415,0.020217426464933318,0.019160586414603404,0.020696863436073795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goods services,0.0,0.036049789581914106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025064982098779505,0.022744412191981523,0.022130202845836427,0.022801251337012773,0.022801251337012773,0.025932298585377957,0.02457672092124366,0.026547258294025777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04472890190354799,0.037131435868806434,0.04082159977031891,0.04231807432950547,0.05406945119777234,0.05406945119777234,0.05406945119777234,0.0
funding digital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017528652090375074,0.019346229605125043,0.02480486974838148,0.021713049344742445,0.019702808575542675,0.019170737266323592,0.019752046638267507,0.019752046638267507,0.02246437985025826,0.02129008319223623,0.022997101176221172,0.019272252799072534,0.018975582944395705,0.018983689680811596,0.020205761464397943,0.0,0.020205761464397943,0.020205761464397943,0.020688316614681648,0.01937365944129624,0.016082929883676076,0.017681269562674476,0.0,0.0,0.0,0.0,0.0
foreign regulatory,0.0,0.0,0.02004676269851472,0.020639867877100374,0.019809747074766414,0.019809747074766414,0.019379713119702595,0.01855744356623752,0.01727458222192654,0.01727458222192654,0.01727458222192654,0.017615443452463717,0.01703877757271285,0.016805606359986278,0.034317815805728305,0.017528652090375074,0.019346229605125043,0.02480486974838148,0.021713049344742445,0.019702808575542675,0.019170737266323592,0.019752046638267507,0.019752046638267507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign investment,0.0,0.03839010904534644,0.024643786661876752,0.025372899771506273,0.024352419793568503,0.024352419793568503,0.02382377258976132,0.02281294427005206,0.021235903539764442,0.021235903539764442,0.021235903539764442,0.02165492937316174,0.02094602534065096,0.020659384464588183,0.021093703360907504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcc proceedings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022247389749007005,0.021904921748374804,0.02191427995504203,0.02332500798741913,0.02788848961465131,0.02332500798741913,0.02332500798741913,0.023882057161466328,0.022364450951773994,0.018565717934403217,0.020410799885159456,0.021159037164752734,0.02703472559888617,0.02703472559888617,0.02703472559888617,0.04104632970300809
export control,0.0,0.03039769591303361,0.019513211911134414,0.020090531412012756,0.019282504531493855,0.019282504531493855,0.018863916063104127,0.01806353146803798,0.016814813875047387,0.016814813875047387,0.016814813875047387,0.01714660297854462,0.016585285239479795,0.01635831995067299,0.016702218263751616,0.017062121595392558,0.018831323722619663,0.0241446804707334,0.021135149823081865,0.019178412233490743,0.01866050216667502,0.01922633980995248,0.01922633980995248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epeat green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022247389749007005,0.021904921748374804,0.02191427995504203,0.02332500798741913,0.02788848961465131,0.02332500798741913,0.02332500798741913,0.023882057161466328,0.022364450951773994,0.018565717934403217,0.020410799885159456,0.021159037164752734,0.02703472559888617,0.02703472559888617,0.02703472559888617,0.04104632970300809
electronic waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023746345098812734,0.022505035350862897,0.024309467007012975,0.020372054285445803,0.02005845449784741,0.02006702385795617,0.021358835094322414,0.025537639731156633,0.021358835094322414,0.021358835094322414,0.02186892801494735,0.02047924785756341,0.017000727630297335,0.018690279082668508,0.019375443978426624,0.02475584343629449,0.02475584343629449,0.02475584343629449,0.03758634457174062
workplace competition,0.0,0.028838613920628923,0.018512389434599867,0.019060098518943396,0.018293514916309775,0.018293514916309775,0.01789639563246488,0.017137062346443202,0.01595239082847094,0.01595239082847094,0.01595239082847094,0.016267162641643983,0.015734634597084192,0.015519310239737853,0.015845570187439272,0.016187014264636285,0.017865474936149928,0.02290631238382372,0.02005113899574105,0.01819476145806047,0.017703414728846636,0.018240230854085937,0.018240230854085937,0.02074496288747765,0.019660546546944845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
